code,product_name,brands,categories,labels,countries_en,quantity(g),url,ingredients_text,allergens,traces,nutriscore_grade,nutriscore_score,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,nova_group,image_url,image_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url
4411056779,v8 low sodium vegetable cocktail,"v8,campbells","['boissons', 'plant-based beverages', 'vegetable-based foods and beverages', 'juices and nectars', 'vegetable-based beverages', 'vegetable juices']",unknow,canada,1.89,http://world-en.openfoodfacts.org/product/0004411056779/v8-low-sodium-vegetable-cocktail,"['vegetable puree & juice blend water', 'tomato puree', 'concentrated vegetable juices carrot', 'celery', 'beet', 'parsley lettuce', 'watercress', 'spinach', 'white grape juice from concentrate', 'potassium chloride salt substitute', 'magnesium chloride', 'magnesium sulphate', 'sel', 'ascorbic acid vitamin c', 'seasoning', 'citric acid for tartness']",['ble(ia)'],unknow,unknow,,83.6,0.0,0.0,4.4,3.2,0.8,0.8,,3.0,https://images.openfoodfacts.org/images/products/000/441/105/6779/front_en.27.400.jpg,https://images.openfoodfacts.org/images/products/000/441/105/6779/front_en.27.200.jpg,https://images.openfoodfacts.org/images/products/000/441/105/6779/ingredients_en.19.400.jpg,https://images.openfoodfacts.org/images/products/000/441/105/6779/ingredients_en.19.200.jpg,https://images.openfoodfacts.org/images/products/000/441/105/6779/nutrition_en.16.400.jpg
5558113035,apples & cinnamon instant oatmeal,quaker oats,[],cor-kosher,canada,264.0,http://world-en.openfoodfacts.org/product/0005558113035/apples-cinnamon-instant-oatmeal-quaker-oats,"['whole grain rolled oats', 'sucre', 'dehydrated apple pieces', 'sel', 'cinnamon']",['ble(ia)'],unknow,unknow,,1523.0,4.55,,78.8,27.3,9.09,9.09,1.14,4.0,https://images.openfoodfacts.org/images/products/000/555/811/3035/front_en.19.400.jpg,https://images.openfoodfacts.org/images/products/000/555/811/3035/front_en.19.200.jpg,https://images.openfoodfacts.org/images/products/000/555/811/3035/ingredients_en.15.400.jpg,https://images.openfoodfacts.org/images/products/000/555/811/3035/ingredients_en.15.200.jpg,https://images.openfoodfacts.org/images/products/000/555/811/3035/nutrition_en.12.400.jpg
5598902308,thon listao,coin repas,"['conserves', 'poissons', 'poissons gras', 'poissons en conserve', 'thons', 'thons en conserve', 'thons tropicaux', 'thons listao', 'thons albacore']",unknow,canada,120.0,http://world-en.openfoodfacts.org/product/0005598902308/thon-listao-coin-repas,"['thon listao', 'eau']",unknown,unknow,unknow,,109.0,0.364,,0.0,0.0,,23.6,0.462,1.0,https://images.openfoodfacts.org/images/products/000/559/890/2308/front_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/000/559/890/2308/front_fr.7.200.jpg,unknow,unknow,unknow
5874415115,vh,aliments conagra,[],unknow,canada,0.341,http://world-en.openfoodfacts.org/product/0005874415115/vh-aliments-conagra,"['eau', 'sucre', 'melasse', 'sel', 'caramel', 'ail deshydrate', 'proteine de soya hydrolysee', 'sirop de mais', 'glucose fructose', 'acide citrique', 'benzoate de sodium']",['soja(ia)'],unknow,e,32.0,937.2,0.0,,56.5,,0.0,1.18,,4.0,unknow,unknow,unknow,unknow,unknow
5874415498,vh,aliment conagra,[],unknow,canada,0.341,http://world-en.openfoodfacts.org/product/0005874415498/vh-aliment-conagra,"['sucre', 'eau', 'vinaigre', 'amidon de mais modifie', 'poivrons rouges et ail deshydrates', 'epices', 'chili broye benzoate de sodium']",unknown,unknow,d,17.0,974.9,0.0,,56.7,40.0,0.0,0.333,0.889,4.0,unknow,unknow,unknow,unknow,unknow
5926301001,crème glacée à l'ancienne,coaticook,"['surgeles', 'desserts glaces', 'glaces et sorbets', 'glaces', 'cremes glacees en pot', 'glaces a la vanille']",unknow,canada,1.0,http://world-en.openfoodfacts.org/product/0005926301001/creme-glacee-a-l-ancienne-coaticook,['lait_creme_sucre_poudre_de_lait ecreme_glucose_stabilisant_'],['lait(ia)'],unknow,c,6.0,543.9,7.0,4.0,14.0,12.0,0.0,3.0,0.1016,,unknow,unknow,unknow,unknow,unknow
5960000042,fruitopia® strawberry passion awareness 1.75 l,"fruitopia,minute maid","['boissons', 'plant-based beverages', 'fruit-based beverages', 'juices and nectars', 'fruit juices', 'multifruit juices']",no preservatives,canada,1.0,http://world-en.openfoodfacts.org/product/0005960000042/fruitopia-strawberry-passion-awareness-1-75-l,"['filtered water', 'fruit juices from concentrate pear', 'passionfruit', 'apple', 'and strawberry', 'sugar/glucose-fructose', 'citric acid', 'ascorbic acid vitamin c', 'cochineal extract for color', 'locust bean gum']",unknown,unknow,e,11.0,150.6,0.0,0.0,9.6,9.2,0.0,0.04,0.015,4.0,unknow,unknow,unknow,unknow,https://images.openfoodfacts.org/images/products/000/596/000/0042/nutrition_en.8.400.jpg
5974991712,hamburger style sweet pickles,selection,"['aliments d origine vegetale', 'pickles']",glass,canada,,http://world-en.openfoodfacts.org/product/0005974991712/hamburger-style-sweet-pickles-selection,"['concombres', 'sucre', 'eau', 'vinaigre sel graines de moutarde', 'graines de celeri', 'chlorure de calcium', 'colorant contient de la tartrazine. contient de la moutarde. india/inde imported for/importe pour metro brands/les marque montreal toront']",['moutarde(ia)'],mustard,d,13.0,125.5,0.0,0.0,6.0,6.0,0.0,0.0,2.54,4.0,https://images.openfoodfacts.org/images/products/000/597/499/1712/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/000/597/499/1712/front_en.7.200.jpg,https://images.openfoodfacts.org/images/products/000/597/499/1712/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/000/597/499/1712/ingredients_en.4.200.jpg,https://images.openfoodfacts.org/images/products/000/597/499/1712/nutrition_en.10.400.jpg
6038304960,biscuits au beurre d'arachide avec gros morceaux de chocolat -  le décadent,pc,"['sweet snacks', 'biscuits and cakes', 'biscuits', 'chocolate biscuits', 'milk chocolate biscuits']","kosher,no artificial flavors,no artificial colors,no artificial colours or flavours,rainforest alliance",canada,300.0,http://world-en.openfoodfacts.org/product/0006038304960/biscuits-au-beurre-d-arachide-avec-gros-morceaux-de-chocolat-le-decadent-pc,"['farine de ble enrichie', ""beurre d'arachide"", 'sucres sucre', 'cassonade', ""shortening d'huile de canola et de palme et de palmiste"", 'gros morceaux de chocolat au lait sucre', 'poudre de lait', 'beurre de cacao', 'chocolat non sucre', 'lecithine de soya', 'sel', 'gros morceaux de chocolat chocolat non sucre', 'sucre', 'dextrose', ""poudre d'œuf entier"", 'substances laitieres modifiees', 'bicarbonate de sodium', ""bicarbonate d'ammonium"", 'poudre a pate']","['ble(ia)', 'arachides(ia)', 'lait(ia)', 'soja(ia)']",nuts,e,26.0,2213.3,29.4,8.82,55.9,29.4,2.94,8.82,0.956,4.0,https://images.openfoodfacts.org/images/products/000/603/830/4960/front_fr.6.400.jpg,https://images.openfoodfacts.org/images/products/000/603/830/4960/front_fr.6.200.jpg,unknow,unknow,unknow
6038388141,whole grain pancake and waffle mix,pc blue menu,"['dessert mixes', 'pancake mixes']","source of fibre, high fibres, 100% whole grain",canada,905.0,http://world-en.openfoodfacts.org/product/0006038388141/whole-grain-pancake-and-waffle-mix-pc-blue-menu,"['whole grain whole wheat flour', 'wheat bran', 'sucre', 'baking soda', 'sodium aluminum phosphate', 'monocalcium phosphate', 'sel']",['ble(ia)'],unknow,unknow,,323.0,1.61,0.0,67.7,3.23,,12.9,1.88,3.0,https://images.openfoodfacts.org/images/products/000/603/838/8141/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/000/603/838/8141/front_en.3.200.jpg,unknow,unknow,https://images.openfoodfacts.org/images/products/000/603/838/8141/nutrition_en.6.400.jpg
6136243320,clover leaf,clover leaf,"['conserves', 'poissons', 'poissons gras', 'poissons en conserve', 'thons', 'thons tropicaux', 'thons albacore']",unknow,canada,170.0,http://world-en.openfoodfacts.org/product/0006136243320/clover-leaf,"['thon a nageoires jaunes', 'bouillon de legumes', 'huile de soya', 'sel']",['soja(ia)'],soybeans,unknow,,628.0,5.0,,0.0,0.0,,25.0,0.635,3.0,https://images.openfoodfacts.org/images/products/000/613/624/3320/front_fr.10.400.jpg,https://images.openfoodfacts.org/images/products/000/613/624/3320/front_fr.10.200.jpg,unknow,unknow,https://images.openfoodfacts.org/images/products/000/613/624/3320/nutrition_fr.12.400.jpg
6269332938,"12 large free-range eggs, brown.",western family • save-on-foods,"['eggs', 'chicken eggs', 'free-range chicken eggs']","free range,12-large-chicken-eggs,canada-grade-a,fresh-free-range-chicken-eggs",canada,630.0,http://world-en.openfoodfacts.org/product/0006269332938/12-large-free-range-eggs-brown-western-family-save-on-foods,['free-range chicken eggs'],['oeufs(ia)'],unknow,a,0.0,636.0,10.5,3.33,0.952,0.0,0.0,12.4,0.31,1.0,https://images.openfoodfacts.org/images/products/000/626/933/2938/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/000/626/933/2938/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/000/626/933/2938/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/000/626/933/2938/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/000/626/933/2938/nutrition_en.7.400.jpg
6335101969,burgers de bœuf angus,cardinal roadhouse,[],fièrement canadien,canada,,http://world-en.openfoodfacts.org/product/0006335101969/burgers-de-boeuf-angus-cardinal-roadhouse,"['bœuf', 'eau', 'chapelure de ble grillee', 'farine de soya texturee', 'sel', 'saveur', 'oignon', 'ail', 'extraits d’epices']","['ble(ia)', 'soja(ia)']",unknow,d,14.0,1108.8,20.5,8.61,4.64,0.0,0.662,15.2,0.791,3.0,https://images.openfoodfacts.org/images/products/000/633/510/1969/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/000/633/510/1969/front_fr.4.200.jpg,https://images.openfoodfacts.org/images/products/000/633/510/1969/ingredients_fr.8.400.jpg,https://images.openfoodfacts.org/images/products/000/633/510/1969/ingredients_fr.8.200.jpg,https://images.openfoodfacts.org/images/products/000/633/510/1969/nutrition_fr.13.400.jpg
6366712501,boisson de soya enrichie biologique original,natur-a,['boisson de soya enrichie'],"bio, biologique canada, sans lactose",canada,89.0,http://world-en.openfoodfacts.org/product/0006366712501/boisson-de-soya-enrichie-biologique-original-natur-a,"['eau_filtree', 'carbonate_de_calcium', 'sel_marin', 'gomme_xanthane', 'palmitate_de_vitamine a', 'riboflavine b2', 'vitamine d2', 'vitamine_b12', 'thiamine b1', 'niacine_b3 vitamine_b6', 'pantothenate_b5']",['soja(ia)'],unknow,unknow,,0.2,1.6,0.2,2.8,2.4,0.4,2.4,,4.0,https://images.openfoodfacts.org/images/products/000/636/671/2501/front_fr.24.400.jpg,https://images.openfoodfacts.org/images/products/000/636/671/2501/front_fr.24.200.jpg,unknow,unknow,https://images.openfoodfacts.org/images/products/000/636/671/2501/nutrition_fr.3.400.jpg
6563346124,edge,general mills,"['aliments d origine vegetale', 'breakfasts', 'cereals and potatoes', 'cereals and their products', 'breakfast cereals']",unknow,canada,465.0,http://world-en.openfoodfacts.org/product/0006563346124/edge-general-mills,"['ble entier', 'sucre et ou sucre dore', 'son de mais', ""flocons d'avoine entiere"", 'gluten de froment elastique', 'isolat de proteines de soya', 'farine de riz brun', 'sirop de mais', 'amandes', 'farine de soya', 'sel', 'farine graham', 'fecule de manioc', 'sirop de raffinerie', 'carbonate de calcium', 'melasse', ""sirop de malt d'orge"", 'phosphate trisodique', 'huile de canola', 'lecithine de soya', 'colorant caramel et rocou', 'miel', 'bicarbonate de sodium', 'tocopherols et extrait de romarin pour conserver la fraicheur vitamines et mineraux : fer', 'niacinamide niacine', 'pantothenate de calcium', 'chlorhydrate de pyridoxine vitamine b6', 'acide folique']","['ble(ia)', 'noix(ia)', 'soja(ia)']",unknow,c,10.0,1585.7,5.17,0.69,69.0,19.0,,19.0,1.25,4.0,https://images.openfoodfacts.org/images/products/000/656/334/6124/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/000/656/334/6124/front_fr.3.200.jpg,https://images.openfoodfacts.org/images/products/000/656/334/6124/ingredients_fr.10.400.jpg,https://images.openfoodfacts.org/images/products/000/656/334/6124/ingredients_fr.10.200.jpg,https://images.openfoodfacts.org/images/products/000/656/334/6124/nutrition_fr.7.400.jpg
6592889102,sirop d'érable,turkey hill,"['xaropes', 'xaropes simples', 'maple syrups', 'amber maple syrups']","sem glúten,vegetariano,100 % pur,produit du canada",canada,0.1,http://world-en.openfoodfacts.org/product/0006592889102/sirop-d-erable-turkey-hill,"[""sirop d'erable""]",['ble(ia)'],unknow,e,19.0,1535.5,0.0,0.0,90.0,,0.0,0.0,0.0167,2.0,https://images.openfoodfacts.org/images/products/000/659/288/9102/front_fr.5.400.jpg,https://images.openfoodfacts.org/images/products/000/659/288/9102/front_fr.5.200.jpg,https://images.openfoodfacts.org/images/products/000/659/288/9102/ingredients_fr.6.400.jpg,https://images.openfoodfacts.org/images/products/000/659/288/9102/ingredients_fr.6.200.jpg,https://images.openfoodfacts.org/images/products/000/659/288/9102/nutrition_fr.7.400.jpg
6672102558,craquelins au riz et à la patate douce,good thins,"['snacks sales', 'amuse-gueules', 'biscuits sucres & biscuits aperitifs', 'biscuits aperitifs', 'craquelins']","sans gluten,non-ogm",canada,100.0,http://world-en.openfoodfacts.org/product/0006672102558/craquelins-au-riz-et-a-la-patate-douce-good-thins,"['farine de riz', 'puree de patate douce', 'tapioca', 'assaisonnement sucre', 'tomate en poudre', 'sel de mer', 'gomme arabique', 'ail en poudre', 'oignon en poudre', 'epices', 'vinaigre en poudre', 'huile vegetale', 'riz brun', ""fibre d'avoine"", 'extrait de romarin huile vegetale', 'sesame', 'moutarde', 'noix']","['moutarde(ia)', 'noix(ia)', 'soja(ia)', 'sesame(ia)', 'ble(ia)']","mustard,nuts,sesame seeds,soybeans",b,1.0,334.7,1.5,0.0,16.0,1.0,1.0,1.0,0.2625,4.0,https://images.openfoodfacts.org/images/products/000/667/210/2558/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/000/667/210/2558/front_fr.3.200.jpg,https://images.openfoodfacts.org/images/products/000/667/210/2558/ingredients_fr.5.400.jpg,https://images.openfoodfacts.org/images/products/000/667/210/2558/ingredients_fr.5.200.jpg,https://images.openfoodfacts.org/images/products/000/667/210/2558/nutrition_fr.7.400.jpg
6740002140,allegro,agropur,"['produits fermentes', 'fermented milk products', 'cheeses']",no lactose,canada,270.0,http://world-en.openfoodfacts.org/product/0006740002140/allegro-agropur,"['lait partiellement ecreme frais', 'concentre de proteines de lactoserum', 'sel', 'culture bacterienne', 'enzyme microbien', 'chlorure de calcium']",['lait(ia)'],unknow,unknow,,1.0,8.33,6.67,3.33,,,,1.75,4.0,https://images.openfoodfacts.org/images/products/000/674/000/2140/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/000/674/000/2140/front_fr.3.200.jpg,https://images.openfoodfacts.org/images/products/000/674/000/2140/ingredients_fr.5.400.jpg,https://images.openfoodfacts.org/images/products/000/674/000/2140/ingredients_fr.5.200.jpg,https://images.openfoodfacts.org/images/products/000/674/000/2140/nutrition_fr.7.400.jpg
6840036409,becel margarine,unilever,['margarines'],unknow,canada,907.0,http://world-en.openfoodfacts.org/product/0006840036409/becel-margarine-unilever,"['huile de canola', 'eau', ""huile d'olive"", 'huile de palme et palmiste modifiees', 'sel', 'lactoserum en poudre', 'lecithine de soja', 'monoglycerides vegetaux', 'sorbate de potassium', 'acide citrique', ""acetate d'alpha tocopherol"", 'edta de calcium disodique', 'arome', 'palmitate de vitamine a', 'vitamine d3', 'beta carotene']",['soja(ia)'],unknow,d,12.0,2928.8,,10.0,0.0,,0.0,0.0,1.78,4.0,unknow,unknow,unknow,unknow,unknow
6850510034,pain grains moulus,saint méthode,"[""aliments d'origine vegetale"", 'cereales et pommes de terre', 'pains']",aliments préparés au quebec,canada,650.0,http://world-en.openfoodfacts.org/product/0006850510034/pain-grains-moulus-saint-methode,"['avoine-seourd hui', 'fait avec des gho - chia quinoa sable. epeautre-khorasan-so rmporty bread. made with old fahiones buckw e spelt-khorasan-sorght otidienne um lly value l ingredients: farin e de ble niegrale farine de ble enrichie e de grainsentiers moulus avoine', 'seigle', 'epeautre', 'kamut® orasan', 'sorgho', 'chia', 'quinoa', 'barrasin', 'gluten de ble', 'orge germee', 'evure', 'huile vegetale soya ou canola', 'e sucre', 'vinaigre', 'levain de seigle. propionate de calcium', ""acide sorbique enzymes. garniture: flocons d'avoine contient: ble"", 'whole ground  grain mix oat', 'rye', 'spelt', 'kamut khorasan sorghum', 'buckwheat', 'wheat gluten', 'sprouted barley', 'yeast', 'vegetable oil soy or canola', 'sel', 'sucre', 'vinegar rye sourdough', 'calcium propionate sorbic acid', 'enzymes. topping:rolled oats contains: wheat', 'soy 1 may contain: sesame seeds.  best before date on closure rr ique par made by']","['ble(ia)', 'soja(ia)', 'sesame(ia)']","gluten,sesame-seeds,soybeans",a,1.0,1046.0,3.75,2.5,15.0,1.25,6.25,11.2,0.388,4.0,https://images.openfoodfacts.org/images/products/000/685/051/0034/front_fr.5.400.jpg,https://images.openfoodfacts.org/images/products/000/685/051/0034/front_fr.5.200.jpg,https://images.openfoodfacts.org/images/products/000/685/051/0034/ingredients_fr.8.400.jpg,https://images.openfoodfacts.org/images/products/000/685/051/0034/ingredients_fr.8.200.jpg,unknow
